產品編號,序號(PK),步驟,原料編號,原料名稱,單位,原料用量,產品基數,附註,
GA05D2121,GA05D2121-9,9,BA01A0201,奶精-A-SD7,公斤,25.47,100,,
GA05D2121,GA05D2121-10,10,M101,回鍋,公斤,,100,,
GA05D2121,GA05D2121-11,11,M002,2----------混合10分,一,,100,,
GA05D2121,GA05D2121-12,12,M003,#NAME?,一,,100,,
GA05D2131,GA05D2131-1,1,BA01A0101-1,糖粉,公斤,18.14,100,篩,
GA05D2131,GA05D2131-2,2,BA01A0103,葡萄糖,公斤,48.77,100,篩,
GA05D2131,GA05D2131-3,3,BA01B0101-1,鹽-10%,公斤,2.09,100,篩,
GA05D2131,GA05D2131-4,4,FA05D2131-1,香料-1-銓綿-百香果粉,公斤,9.5,100,細篩,
GA05D2131,GA05D2131-5,5,FA05D2131-2,香料-2-銓綿-百香果粉,公斤,0.8,100,細篩,
GA05D2131,GA05D2131-6,6,BA01B0301,二矽,公斤,0.54,100,細篩,
GA05D2131,GA05D2131-7,7,M001,1----------混合10分,一,,100,,
GA05D2131,GA05D2131-8,8,DA05D2131,膠類-銓綿-百香果粉,公斤,0.89,100,,
GA05D2131,GA05D2131-9,9,BA01B0303-4,無水檸檬酸 JUBU,公斤,0.25,100,篩,
GA05D2131,GA05D2131-10,10,BA01B0304,檸檬酸鈉,公斤,0.64,100,篩,
GA05D2131,GA05D2131-11,11,BA01A0201,奶精-A-SD7,公斤,18.38,100,,
GA05D2131,GA05D2131-12,12,M101,回鍋,公斤,,100,,
GA05D2131,GA05D2131-13,13,M002,2----------混合10分,一,,100,,
GA05D2131,GA05D2131-14,14,M003,#NAME?,一,,100,,
GA05D2141,GA05D2141-1,1,BA01A0101-1,糖粉,公斤,18.07,100,篩,
GA05D2141,GA05D2141-2,2,BA01A0103,葡萄糖,公斤,49.89,100,篩,
GA05D2141,GA05D2141-3,3,BA01B0101-1,鹽-10%,公斤,1.43,100,篩,
GA05D2141,GA05D2141-4,4,FA05D2141-1,香料-1-銓綿-酪梨粉,公斤,2.4,100,細篩,
GA05D2141,GA05D2141-5,5,FA05D2141-2,香料-2-銓綿-酪梨粉,公斤,6,100,細篩,
GA05D2141,GA05D2141-6,6,FA05D2141-3,香料-3-銓綿-酪梨粉,公斤,1.2,100,細篩,
GA05D2141,GA05D2141-7,7,BA01B0301,二矽,公斤,0.35,100,細篩,
GA05D2141,GA05D2141-8,8,M001,1----------混合10分,一,,100,,
GA05D2141,GA05D2141-9,9,DA05D2141,膠類-銓綿-酪梨粉,公斤,0.42,100,,
GA05D2141,GA05D2141-10,10,BA01A0201,奶精-A-SD7,公斤,20.24,100,,
GA05D2141,GA05D2141-11,11,M101,回鍋,公斤,,100,,
GA05D2141,GA05D2141-12,12,M002,2----------混合10分,一,,100,,
GA05D2141,GA05D2141-13,13,M003,#NAME?,一,,100,,
GA05D2142,GA05D2142-1,1,BA01A0101-1,糖粉,公斤,14.37,100,篩,
GA05D2142,GA05D2142-2,2,BA01A0103,葡萄糖,公斤,46.97,100,篩,
GA05D2142,GA05D2142-3,3,BA01B0101-1,鹽-10%,公斤,4.97,100,篩,
GA05D2142,GA05D2142-4,4,FA05D2142-1,香料-1-銓綿-酪梨粉(卡城),公斤,1.9,100,細篩,
GA05D2142,GA05D2142-5,5,FA05D2142-2,香料-2-銓綿-酪梨粉(卡城),公斤,5.7,100,細篩,
GA05D2142,GA05D2142-6,6,BA01B0301,二矽,公斤,0.44,100,細篩,
GA05D2142,GA05D2142-7,7,M001,1----------混合10分,一,,100,,
GA05D2142,GA05D2142-8,8,DA05D2142,膠類-銓綿-酪梨粉(卡城),公斤,0.19,100,,
GA05D2142,GA05D2142-9,9,BA01A0201,奶精-A-SD7,公斤,25.46,100,,
GA05D2142,GA05D2142-10,10,M101,回鍋,公斤,,100,,
GA05D2142,GA05D2142-11,11,M002,2----------混合10分,一,,100,,
GA05D2142,GA05D2142-12,12,M003,#NAME?,一,,100,,
GA05D2151,GA05D2151-1,1,BA01A0101-1,糖粉,公斤,23.44,100,篩,
GA05D2151,GA05D2151-2,2,BA01A0102,細砂糖,公斤,14.6,100,篩,
GA05D2151,GA05D2151-3,3,BA01A0103,葡萄糖,公斤,26.79,100,篩,
GA05D2151,GA05D2151-4,4,BA01B0101-1,鹽-10%,公斤,3.28,100,篩,
GA05D2151,GA05D2151-5,5,FA05D2151-1,香料-1-銓綿-水蜜桃粉,公斤,1.1,100,細篩,
GA05D2151,GA05D2151-6,6,FA05D2151-2,香料-2-銓綿-水蜜桃粉,公斤,6.2,100,細篩,
GA05D2151,GA05D2151-7,7,BA01B0301,二矽,公斤,1.16,100,細篩,
GA05D2151,GA05D2151-8,8,M001,1----------混合10分,一,,100,,
GA05D2151,GA05D2151-9,9,BA01B0304,檸檬酸鈉,公斤,0.09,100,篩,
GA05D2151,GA05D2151-10,10,BA01A0201,奶精-A-SD7,公斤,23.34,100,,
GA05D2151,GA05D2151-11,11,M101,回鍋,公斤,,100,,
GA05D2151,GA05D2151-12,12,M002,2----------混合10分,一,,100,,
GA05D2151,GA05D2151-13,13,M003,#NAME?,一,,100,,
GA10B3011-1,GA10B3011-1-1,1,BA01A0101-1,糖粉,公斤,42.03,100,篩,
GA10B3011-1,GA10B3011-1-2,2,BA01A0103,葡萄糖,公斤,13.04,100,篩,
GA10B3011-1,GA10B3011-1-3,3,BA01B0101-1,鹽-10%,公斤,5.99,100,篩,
GA10B3011-1,GA10B3011-1-4,4,BA01B0104-1,美香粉,公斤,1.9,100,篩,
GA10B3011-1,GA10B3011-1-5,5,FA10B3011-1-1,香料-1-雲祥-北海道奶茶,公斤,2.65,100,細篩,
GA10B3011-1,GA10B3011-1-6,6,FA10B3011-1-2,香料-2-雲祥-北海道奶茶,公斤,0.93,100,細篩,
GA10B3011-1,GA10B3011-1-7,7,FA10B3011-1-3,香料-3-雲祥-北海道奶茶,公斤,1.05,100,細篩,
GA10B3011-1,GA10B3011-1-8,8,BA01B0301,二矽,公斤,0.21,100,細篩,
GA10B3011-1,GA10B3011-1-9,9,M001,1----------混合10分,一,,100,,
GA10B3011-1,GA10B3011-1-10,10,BA01A0308,智利紅茶粉-666淺色,公斤,0.89,100,篩,
GA10B3011-1,GA10B3011-1-11,11,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.11,100,篩,
GA10B3011-1,GA10B3011-1-12,12,BA01A0201,奶精-A-SD7,公斤,17.04,100,,
GA10B3011-1,GA10B3011-1-13,13,BA01A0601-2,全脂奶粉-紐西蘭111243,公斤,13.16,100,,
GA10B3011-1,GA10B3011-1-14,14,M101,回鍋,公斤,,100,,
GA10B3011-1,GA10B3011-1-15,15,M002,2----------混合10分,一,,100,,
GA10B3011-1,GA10B3011-1-16,16,M003,#NAME?,一,,100,,
GA10C3071-1,GA10C3071-1-1,1,BA01A0101-1,糖粉,公斤,36.82,100,篩,
GA10C3071-1,GA10C3071-1-2,2,BA01A0103,葡萄糖,公斤,13.08,100,篩,
GA10C3071-1,GA10C3071-1-3,3,BA01A0502,高脂可可-DP70,公斤,15.25,100,篩,
GA10C3071-1,GA10C3071-1-4,4,BA01A0504,中脂可可-DR79,公斤,2.82,100,篩,
GA10C3071-1,GA10C3071-1-5,5,BA01B0101-1,鹽-10%,公斤,5.34,100,篩,
GA10C3071-1,GA10C3071-1-6,6,DA10C3071-1,膠類-安立司-巧克力粉-A,公斤,1.11,100,,
GA10C3071-1,GA10C3071-1-7,7,M001,1----------混合10分,一,,100,,
GA10C3071-1,GA10C3071-1-8,8,BA01A0201,奶精-A-SD7,公斤,25.58,100,,
GA10C3071-1,GA10C3071-1-9,9,M101,回鍋,公斤,,100,,
GA10C3071-1,GA10C3071-1-10,10,M002,2----------混合10分,一,,100,,
GA10C3071-1,GA10C3071-1-11,11,M003,#NAME?,一,,100,,
GA10C3081-1,GA10C3081-1-1,1,BA01A0101-1,糖粉,公斤,30.81,100,篩,
GA10C3081-1,GA10C3081-1-2,2,BA01A0103,葡萄糖,公斤,0.84,100,篩,
GA10C3081-1,GA10C3081-1-3,3,BA01B0101-1,鹽-10%,公斤,1.22,100,篩,
GA10C3081-1,GA10C3081-1-4,4,BA01H0102-2,黑芝麻粉,公斤,26.42,100,篩,
GA10C3081-1,GA10C3081-1-5,5,BA01B0103-1,蔗糖素-1%,公斤,4.72,100,篩,
GA10C3081-1,GA10C3081-1-6,6,BA01B0301,二矽,公斤,0.21,100,細篩,
GA10C3081-1,GA10C3081-1-7,7,M001,1----------混合10分,一,,100,,
GA10C3081-1,GA10C3081-1-8,8,DA10C3081-1,膠類-雲祥-芝麻粉-A,公斤,2.18,100,,
GA10C3081-1,GA10C3081-1-9,9,BA01K0101,馬鈴薯澱粉-鷹牌,公斤,7.33,100,篩,
GA10C3081-1,GA10C3081-1-10,10,BA01A0201,奶精-A-SD7,公斤,26.27,100,,
GA10C3081-1,GA10C3081-1-11,11,M101,回鍋,公斤,,100,,
GA10C3081-1,GA10C3081-1-12,12,M002,2----------混合10分,一,,100,,
GA10C3081-1,GA10C3081-1-13,13,M003,#NAME?,一,,100,,
GA10C3811,GA10C3811-1,1,BA01A0103,葡萄糖,公斤,50.93,100,篩,
GA10C3811,GA10C3811-2,2,BA01B0101-1,鹽-10%,公斤,3.69,100,篩,
GA10C3811,GA10C3811-3,3,FA10C3811,香料-雲祥-椰子奶,公斤,2.4,100,細篩,
GA10C3811,GA10C3811-4,4,BA01A0605-1,都梁即溶椰漿粉(菲律賓),公斤,5.93,100,篩,
GA10C3811,GA10C3811-5,5,BA01B0301,二矽,公斤,0.51,100,細篩,
GA10C3811,GA10C3811-6,6,M001,1----------混合10分,一,,100,,
GA10C3811,GA10C3811-7,7,BA01A0217,素奶精-VC35,公斤,36.54,100,,
GA10C3811,GA10C3811-8,8,M101,回鍋,公斤,,100,,
GA10C3811,GA10C3811-9,9,M002,2----------混合10分,一,,100,,
GA10C3811,GA10C3811-10,10,M003,#NAME?,一,,100,,
GA10C3821,GA10C3821-1,1,BA01A0101-1,糖粉,公斤,48.76,100,篩,
GA10C3821,GA10C3821-2,2,BA01A0103,葡萄糖,公斤,15.39,100,篩,
GA10C3821,GA10C3821-3,3,BA01B0101-1,鹽-10%,公斤,2.44,100,篩,
GA10C3821,GA10C3821-4,4,FA10C3821-1,香料-1-雲祥-抹茶奶,公斤,1.2,100,細篩,
GA10C3821,GA10C3821-5,5,FA10C3821-2,香料-2-雲祥-抹茶奶,公斤,1,100,細篩,
GA10C3821,GA10C3821-6,6,BA01B0301,二矽,公斤,0.53,100,細篩,
GA10C3821,GA10C3821-7,7,M001,1----------混合10分,一,,100,,
GA10C3821,GA10C3821-8,8,BA01A0306,抹茶粉9603-1,公斤,3.83,100,,
GA10C3821,GA10C3821-9,9,DA10C3821,膠類-雲祥-抹茶奶,公斤,0.8,100,,
GA10C3821,GA10C3821-10,10,BA01A0217,素奶精-VC35,公斤,26.05,100,,
GA10C3821,GA10C3821-11,11,M101,回鍋,公斤,,100,,
GA10C3821,GA10C3821-12,12,M002,2----------混合10分,一,,100,,
GA10C3821,GA10C3821-13,13,M003,#NAME?,一,,100,,
GA10C3831,GA10C3831-1,1,BA01A0101-1,糖粉,公斤,29.66,100,篩,
GA10C3831,GA10C3831-2,2,BA01A0103,葡萄糖,公斤,8.89,100,篩,
GA10C3831,GA10C3831-3,3,BA01B0101-1,鹽-10%,公斤,3.92,100,篩,
GA10C3831,GA10C3831-4,4,FA10C3831-1,香料-1-雲祥-香草奶,公斤,1.8,100,細篩,
GA10C3831,GA10C3831-5,5,FA10C3831-2,香料-2-雲祥-香草奶,公斤,3,100,細篩,
GA10C3831,GA10C3831-6,6,BA01B0301,二矽,公斤,0.37,100,細篩,
GA10C3831,GA10C3831-7,7,M001,1----------混合10分,一,,100,,
GA10C3831,GA10C3831-8,8,FA10C3831-3,香料-3-雲祥-香草奶,公斤,1,100,細篩,
GA10C3831,GA10C3831-9,9,BA01A0217,素奶精-VC35,公斤,51.36,100,,
GA10C3831,GA10C3831-10,10,M101,回鍋,公斤,,100,,
GA10C3831,GA10C3831-11,11,M002,2----------混合10分,一,,100,,
GA10C3831,GA10C3831-12,12,M003,#NAME?,一,,100,,
GA10D2011-1,GA10D2011-1-1,1,BA01A0101-1,糖粉,公斤,23.58,100,篩,
GA10D2011-1,GA10D2011-1-2,2,BA01A0103,葡萄糖,公斤,31.83,100,篩,
GA10D2011-1,GA10D2011-1-3,3,BA01B0101-1,鹽-10%,公斤,0.37,100,篩,
GA10D2011-1,GA10D2011-1-4,4,BA01B0104-1,美香粉,公斤,2.32,100,篩,
GA10D2011-1,GA10D2011-1-5,5,FA10D2011-1-1,香料-1-安立司-草莓粉-A,公斤,9,100,細篩,
GA10D2011-1,GA10D2011-1-6,6,FA10D2011-1-2,香料-2-安立司-草莓粉-A,公斤,0.45,100,細篩,
GA10D2011-1,GA10D2011-1-7,7,BA01B0301,二矽,公斤,0.38,100,細篩,
GA10D2011-1,GA10D2011-1-8,8,M001,1----------混合10分,一,,100,,
GA10D2011-1,GA10D2011-1-9,9,FA10D2011-1-3,香料-3-安立司-草莓粉-A,公斤,0.82,100,,
GA10D2011-1,GA10D2011-1-10,10,BA01A0201,奶精-A-SD7,公斤,31.25,100,,
GA10D2011-1,GA10D2011-1-11,11,M101,回鍋,公斤,,100,,
GA10D2011-1,GA10D2011-1-12,12,M002,2----------混合10分,一,,100,,
GA10D2011-1,GA10D2011-1-13,13,M003,#NAME?,一,,100,,
GA10D2031-1,GA10D2031-1-1,1,BA01A0101-1,糖粉,公斤,34.79,100,篩,
GA10D2031-1,GA10D2031-1-2,2,BA01A0103,葡萄糖,公斤,33.46,100,篩,
GA10D2031-1,GA10D2031-1-3,3,BA01B0101-1,鹽-10%,公斤,0.36,100,篩,
GA10D2031-1,GA10D2031-1-4,4,FA10D2031-1-1,香料-1-安立司-西瓜粉-A,公斤,6,100,細篩,
GA10D2031-1,GA10D2031-1-5,5,FA10D2031-1-2,香料-2-安立司-西瓜粉-A,公斤,6,100,細篩,
GA10D2031-1,GA10D2031-1-6,6,BA01B0301,二矽,公斤,0.55,100,細篩,
GA10D2031-1,GA10D2031-1-7,7,M001,1----------混合10分,一,,100,,
GA10D2031-1,GA10D2031-1-8,8,BA01A0201,奶精-A-SD7,公斤,18.84,100,,
GA10D2031-1,GA10D2031-1-9,9,M101,回鍋,公斤,,100,,
GA10D2031-1,GA10D2031-1-10,10,M002,2----------混合10分,一,,100,,
GA10D2031-1,GA10D2031-1-11,11,M003,#NAME?,一,,100,,
GA10D2071-1,GA10D2071-1-1,1,BA01A0103,葡萄糖,公斤,43.33,100,篩,
GA10D2071-1,GA10D2071-1-2,2,BA01A0101-1,糖粉,公斤,19.81,100,篩,
GA10D2071-1,GA10D2071-1-3,3,BA01B0101-1,鹽-10%,公斤,0.81,100,篩,
GA10D2071-1,GA10D2071-1-4,4,FA10D2071-1-1,香料-1-安立司-綠哈密瓜粉-A,公斤,4.3,100,細篩,
GA10D2071-1,GA10D2071-1-5,5,FA10D2071-1-2,香料-2-安立司-綠哈密瓜粉-A,公斤,2.5,100,細篩,
GA10D2071-1,GA10D2071-1-6,6,BA01B0301,二矽,公斤,0.33,100,細篩,
GA10D2071-1,GA10D2071-1-7,7,M001,1----------混合10分,一,,100,,
GA10D2071-1,GA10D2071-1-8,8,FA10D2071-1-3,香料-3-安立司-綠哈密瓜粉-A,公斤,1.2,100,,
GA10D2071-1,GA10D2071-1-9,9,BA01A0201,奶精-A-SD7,公斤,27.72,100,,
GA10D2071-1,GA10D2071-1-10,10,M101,回鍋,公斤,,100,,
GA10D2071-1,GA10D2071-1-11,11,M002,2----------混合10分,一,,100,,
GA10D2071-1,GA10D2071-1-12,12,M003,#NAME?,一,,100,,
GA10D2811,GA10D2811-1,1,BA01A0101-1,糖粉,公斤,21.31,100,篩,
GA10D2811,GA10D2811-2,2,BA01A0103,葡萄糖,公斤,28.21,100,篩,
GA10D2811,GA10D2811-3,3,BA01B0101-1,鹽-10%,公斤,3.5,100,篩,
GA10D2811,GA10D2811-4,4,FA10D2811-1,香料-1-雲祥-芋頭奶,公斤,1,100,細篩,
GA10D2811,GA10D2811-5,5,FA10D2811-2,香料-2-雲祥-芋頭奶,公斤,1,100,細篩,
GA10D2811,GA10D2811-6,6,FA10D2811-3,香料-3-雲祥-芋頭奶,公斤,2.5,100,細篩,
GA10D2811,GA10D2811-7,7,BA01B0301,二矽,公斤,0.99,100,細篩,
GA10D2811,GA10D2811-8,8,M001,1----------混合10分,一,,100,,
GA10D2811,GA10D2811-9,9,BA01K0301,特級芋頭粉,公斤,2.69,100,篩,
GA10D2811,GA10D2811-10,10,DA10D2811,膠類-雲祥-芋頭奶,公斤,0.81,100,,
GA10D2811,GA10D2811-11,11,BA01A0217,素奶精-VC35,公斤,37.99,100,,
GA10D2811,GA10D2811-12,12,M101,回鍋,公斤,,100,,
GA10D2811,GA10D2811-13,13,M002,2----------混合10分,一,,100,,
GA10D2811,GA10D2811-14,14,M003,#NAME?,一,,100,,
GA10D2821,GA10D2821-1,1,BA01A0101-1,糖粉,公斤,18.07,100,篩,
GA10D2821,GA10D2821-2,2,BA01A0103,葡萄糖,公斤,37.96,100,篩,
GA10D2821,GA10D2821-3,3,BA01B0101-1,鹽-10%,公斤,0.79,100,篩,
GA10D2821,GA10D2821-4,4,FA10D2821-1,香料-1-雲祥-草莓奶,公斤,6.3,100,細篩,
GA10D2821,GA10D2821-5,5,FA10D2821-2,香料-2-雲祥-草莓奶,公斤,0.32,100,細篩,
GA10D2821,GA10D2821-6,6,BA01B0301,二矽,公斤,0.27,100,細篩,
GA10D2821,GA10D2821-7,7,M001,1----------混合10分,一,,100,,
GA10D2821,GA10D2821-8,8,FA10D2821-3,香料-3-雲祥-草莓奶,公斤,0.57,100,,
GA10D2821,GA10D2821-9,9,BA01A0217,素奶精-VC35,公斤,35.72,100,,
GA10D2821,GA10D2821-10,10,M101,回鍋,公斤,,100,,
GA10D2821,GA10D2821-11,11,M002,2----------混合10分,一,,100,,
GA10D2821,GA10D2821-12,12,M003,#NAME?,一,,100,,
GA10D2841,GA10D2841-1,1,BA01A0103,葡萄糖,公斤,32.03,100,篩,
GA10D2841,GA10D2841-2,2,BA01A0101-1,糖粉,公斤,23.15,100,篩,
GA10D2841,GA10D2841-3,3,BA01B0101-1,鹽-10%,公斤,3.38,100,篩,
GA10D2841,GA10D2841-4,4,FA10D2841-1,香料-1-雲祥-芒果牛奶,公斤,1.5,100,細篩,
GA10D2841,GA10D2841-5,5,FA10D2841-2,香料-2-雲祥-芒果牛奶,公斤,4,100,細篩,
GA10D2841,GA10D2841-6,6,BA01B0301,二矽,公斤,0.26,100,細篩,
GA10D2841,GA10D2841-7,7,M001,1----------混合10分,一,,100,,
GA10D2841,GA10D2841-8,8,FA10D2841-3,香料-3-雲祥-芒果牛奶,公斤,1.23,100,,
GA10D2841,GA10D2841-9,9,DA10D2841,膠類-雲祥-芒果牛奶,公斤,0.22,100,,
GA10D2841,GA10D2841-10,10,BA01A0217,素奶精-VC35,公斤,34.23,100,,
GA10D2841,GA10D2841-11,11,M101,回鍋,公斤,,100,,
GA10D2841,GA10D2841-12,12,M002,2----------混合10分,一,,100,,
GA10D2841,GA10D2841-13,13,M003,#NAME?,一,,100,,
GA20B3011,GA20B3011-1,1,BA01A0101-1,糖粉,公斤,51.11,100,篩,
GA20B3011,GA20B3011-2,2,BA01A0103,葡萄糖,公斤,9.49,100,篩,
GA20B3011,GA20B3011-3,3,BA01B0101-1,鹽-10%,公斤,7.24,100,篩,
GA20B3011,GA20B3011-4,4,FA20B3011,香料-乙元珍-北海道奶茶,公斤,3.5,100,細篩,
GA20B3011,GA20B3011-5,5,BA01B0301,二矽,公斤,0.4,100,細篩,
GA20B3011,GA20B3011-6,6,M001,1----------混合10分,一,,100,,
GA20B3011,GA20B3011-7,7,BA01A0308,智利紅茶粉-666淺色,公斤,1.74,100,篩,
GA20B3011,GA20B3011-8,8,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.01,100,篩,
GA20B3011,GA20B3011-9,9,BA01A0201,奶精-A-SD7,公斤,25.51,100,,
GA20B3011,GA20B3011-10,10,M101,回鍋,公斤,,100,,
GA20B3011,GA20B3011-11,11,M002,2----------混合10分,一,,100,,
GA20B3011,GA20B3011-12,12,M003,#NAME?,一,,100,,
GA20B3021,GA20B3021-1,1,BA01A0102,細砂糖,公斤,18.84,100,篩,
GA20B3021,GA20B3021-2,2,BA01A0101-1,糖粉,公斤,20.99,100,篩,
GA20B3021,GA20B3021-3,3,BA01A0103,葡萄糖,公斤,9.85,100,篩,
GA20B3021,GA20B3021-4,4,BA01B0101-1,鹽-10%,公斤,2.88,100,篩,
GA20B3021,GA20B3021-5,5,BA01B0104-1,美香粉,公斤,2.34,100,篩,
GA20B3021,GA20B3021-6,6,FA20B3011,香料-乙元珍-沖繩黑糖奶茶,公斤,3.5,100,細篩,
GA20B3021,GA20B3021-7,7,BA01B0301,二矽,公斤,0.67,100,細篩,
GA20B3021,GA20B3021-8,8,M001,1----------混合10分,一,,100,,
GA20B3021,GA20B3021-9,9,BA01A0308,智利紅茶粉-666淺色,公斤,1.07,100,篩,
GA20B3021,GA20B3021-10,10,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.1,100,篩,
GA20B3021,GA20B3021-11,11,BA01A0201,奶精-A-SD7,公斤,38.76,100,,
GA20B3021,GA20B3021-12,12,M101,回鍋,公斤,,100,,
GA20B3021,GA20B3021-13,13,M002,2----------混合10分,一,,100,,
GA20B3021,GA20B3021-14,14,M003,#NAME?,一,,100,,
GA28A6013,GA28A6013-1,1,BA01A0101-1,糖粉,公斤,5.72,100,篩,
GA28A6013,GA28A6013-2,2,BA01A0103,葡萄糖,公斤,48.19,100,篩,
GA28A6013,GA28A6013-3,3,BA01B0101-1,鹽-10%,公斤,2.89,100,篩,
GA28A6013,GA28A6013-4,4,BA01B0102-1,小蘇打-10%,公斤,1.55,100,篩,
GA28A6013,GA28A6013-5,5,FA28A6013,香料-義峰-拿鐵咖啡,公斤,0.9,100,細篩,
GA28A6013,GA28A6013-6,6,BA01A0406,咖啡-3號,公斤,12.48,100,,
GA28A6013,GA28A6013-7,7,M001,1----------混合10分,一,,100,,
GA28A6013,GA28A6013-8,8,BA01A0201,奶精-A-SD7,公斤,28.27,100,,
GA28A6013,GA28A6013-9,9,M101,回鍋,公斤,,100,,
GA28A6013,GA28A6013-10,10,M002,2----------混合10分,一,,100,,
GA28A6013,GA28A6013-11,11,M003,#NAME?,一,,100,,
GA28B6013,GA28B6013-1,1,BA01A0101-1,糖粉,公斤,20.4,100,篩,
GA28B6013,GA28B6013-2,2,BA01A0102,細砂糖,公斤,24.49,100,篩,
GA28B6013,GA28B6013-3,3,BA01A0103,葡萄糖,公斤,25.98,100,篩,
GA28B6013,GA28B6013-4,4,BA01B0101-1,鹽-10%,公斤,1.85,100,篩,
GA28B6013,GA28B6013-5,5,BA01B0301,二矽,公斤,0.08,100,細篩,
GA28B6013,GA28B6013-6,6,FA28B6013-1,香料-1-義峰-皇家奶茶,公斤,0.3,100,細篩,
GA28B6013,GA28B6013-7,7,FA28B6013-2,香料-2-義峰-皇家奶茶,公斤,0.2,100,細篩,
GA28B6013,GA28B6013-8,8,M002,2----------混合10分,一,,100,,
GA28B6013,GA28B6013-9,9,BA01A0308,智利紅茶粉-666淺色,公斤,1.81,100,篩,
GA28B6013,GA28B6013-10,10,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.95,100,篩,
GA28B6013,GA28B6013-11,11,BA01A0201,奶精-A-SD7,公斤,23.94,100,,
GA28B6013,GA28B6013-12,12,M101,回鍋,公斤,,100,,
GA28B6013,GA28B6013-13,13,M003,#NAME?,一,,100,,
GA28B6013,GA28B6013-14,14,M001,1----------混合10分,一,,100,,
GA28C3011,GA28C3011-1,1,BA01A0102,細砂糖,公斤,60.66,100,篩,
GA28C3011,GA28C3011-2,2,BA01A0103,葡萄糖,公斤,1.39,100,篩,
GA28C3011,GA28C3011-3,3,BA01B0101-1,鹽-10%,公斤,4.03,100,篩,
GA28C3011,GA28C3011-4,4,FA28C3011,香料-義峰-阿薩姆奶茶奶粉,公斤,0.36,100,細篩,
GA28C3011,GA28C3011-5,5,M001,1----------混合10分,一,,100,,
GA28C3011,GA28C3011-6,6,BA01A0308,智利紅茶粉-666淺色,公斤,0.5,100,篩,
GA28C3011,GA28C3011-7,7,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.76,100,篩,
GA28C3011,GA28C3011-8,8,BA01A0201,奶精-A-SD7,公斤,32.3,100,,
GA28C3011,GA28C3011-9,9,M101,回鍋,公斤,,100,,
GA28C3011,GA28C3011-10,10,M002,2----------混合10分,一,,100,,
GA28C3011,GA28C3011-11,11,M003,#NAME?,一,,100,,
GA28C3031,GA28C3031-1,1,BA01A0102,細砂糖,公斤,44.13,100,篩,
GA28C3031,GA28C3031-2,2,BA01A0101-1,糖粉,公斤,25.35,100,篩,
GA28C3031,GA28C3031-3,3,BA01A0103,葡萄糖,公斤,0.65,100,篩,
GA28C3031,GA28C3031-4,4,BA01B0103-1,蔗糖素-1%,公斤,2.65,100,篩,
GA28C3031,GA28C3031-5,5,BA01B0101,精鹽,公斤,0.62,100,篩,
GA28C3031,GA28C3031-6,6,FA28C3031,香料-義峰-巧克力奶粉,公斤,2.4,100,細篩,
GA28C3031,GA28C3031-7,7,M001,1----------混合10分,一,,100,,
GA28C3031,GA28C3031-8,8,BA01A0504,中脂可可-DR79,公斤,6.63,100,篩,
GA28C3031,GA28C3031-9,9,DA28C3031,膠類-義峰-巧克力奶粉,公斤,0.71,100,,
GA28C3031,GA28C3031-10,10,BA01A0201,奶精-A-SD7,公斤,16.86,100,,
GA28C3031,GA28C3031-11,11,M101,回鍋,公斤,,100,,
GA28C3031,GA28C3031-12,12,M002,2----------混合10分,一,,100,,
GA28C3031,GA28C3031-13,13,M003,#NAME?,一,,100,,
GA29B3011,GA29B3011-1,1,BA01A0101-1,糖粉,公斤,51.38,100,篩,
GA29B3011,GA29B3011-2,2,BA01B0103-1,蔗糖素-1%,公斤,1.44,100,篩,
GA29B3011,GA29B3011-3,3,BA01B0101-1,鹽-10%,公斤,3.64,100,篩,
GA29B3011,GA29B3011-4,4,FA29B3011,香料-三商行-黑糖奶茶,公斤,4,100,細篩,
GA29B3011,GA29B3011-5,5,BA01B0301,二矽,公斤,0.64,100,細篩,
GA29B3011,GA29B3011-6,6,M001,1----------混合10分,一,,100,,
GA29B3011,GA29B3011-7,7,BA01A0308,智利紅茶粉-666淺色,公斤,2.12,100,篩,
GA29B3011,GA29B3011-8,8,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.28,100,篩,
GA29B3011,GA29B3011-9,9,BA01A0201,奶精-A-SD7,公斤,35.5,100,,
GA29B3011,GA29B3011-10,10,M101,回鍋,公斤,,100,,
GA29B3011,GA29B3011-11,11,M002,2----------混合10分,一,,100,,
GA29B3011,GA29B3011-12,12,M003,#NAME?,一,,100,,
GA39A3011,GA39A3011-1,1,BA01A0101-1,糖粉,公斤,38.94,100,篩,
GA39A3011,GA39A3011-2,2,BA01A0103,葡萄糖,公斤,9.9,100,篩,
GA39A3011,GA39A3011-3,3,BA01B0101-1,鹽-10%,公斤,3.52,100,篩,
GA39A3011,GA39A3011-4,4,BA01B0102-1,小蘇打-10%,公斤,0.94,100,篩,
