產品編號,序號(PK),步驟,原料編號,原料名稱,單位,原料用量,產品基數,附註,
GD75B6052,GD75B6052-11,11,FD75B6052-4,香料-4-歐比特-芋頭拿鐵JB,公斤,0.28,100,,
GD75B6052,GD75B6052-12,12,DD75B6052,膠類-歐比特-芋頭拿鐵JB,公斤,1.26,100,,
GD75B6052,GD75B6052-13,13,BA01A0201,奶精-A-SD7,公斤,18.46,100,,
GD75B6052,GD75B6052-14,14,M101,回鍋,公斤,,100,,
GD75B6052,GD75B6052-15,15,M002,2----------混合10分,一,,100,,
GD75B6052,GD75B6052-16,16,M003,#NAME?,一,,100,,
GD75B6061,GD75B6061-1,1,BA01A0102,細砂糖,公斤,10.45,100,篩,
GD75B6061,GD75B6061-2,2,BA01A0101-1,糖粉,公斤,65.71,100,篩,
GD75B6061,GD75B6061-3,3,BA01A0103,葡萄糖,公斤,0.51,100,篩,
GD75B6061,GD75B6061-4,4,BA01B0103-1,蔗糖素-1%,公斤,4.49,100,篩,
GD75B6061,GD75B6061-5,5,BA01B0101-1,鹽-10%,公斤,2.78,100,篩,
GD75B6061,GD75B6061-6,6,BA01B0104-1,美香粉,公斤,0.22,100,篩,
GD75B6061,GD75B6061-7,7,FD75B6061,香料-歐比特-黑糖奶茶,公斤,1.5,100,細篩,
GD75B6061,GD75B6061-8,8,BA01B0301,二矽,公斤,0.5,100,細篩,
GD75B6061,GD75B6061-9,9,M001,1----------混合10分,一,,100,,
GD75B6061,GD75B6061-10,10,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.87,100,篩,
GD75B6061,GD75B6061-11,11,BA01A0201,奶精-A-SD7,公斤,12.97,100,,
GD75B6061,GD75B6061-12,12,M101,回鍋,公斤,,100,,
GD75B6061,GD75B6061-13,13,M002,2----------混合10分,一,,100,,
GD75B6061,GD75B6061-14,14,M003,#NAME?,一,,100,,
GD75B6071,GD75B6071-1,1,BA01A0102,細砂糖,公斤,9.02,100,篩,
GD75B6071,GD75B6071-2,2,BA01A0101-1,糖粉,公斤,69.72,100,篩,
GD75B6071,GD75B6071-3,3,BA01A0103,葡萄糖,公斤,0.69,100,篩,
GD75B6071,GD75B6071-4,4,BA01B0103-1,蔗糖素-1%,公斤,2.75,100,篩,
GD75B6071,GD75B6071-5,5,BA01B0101-1,鹽-10%,公斤,2.22,100,篩,
GD75B6071,GD75B6071-6,6,FD75B6071,香料-歐比特-紅茶奶茶,公斤,0.9,100,細篩,
GD75B6071,GD75B6071-7,7,BA01B0301,二矽,公斤,0.65,100,細篩,
GD75B6071,GD75B6071-8,8,M001,1----------混合10分,一,,100,,
GD75B6071,GD75B6071-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.39,100,篩,
GD75B6071,GD75B6071-10,10,BA01A0201,奶精-A-SD7,公斤,12.66,100,,
GD75B6071,GD75B6071-11,11,M101,回鍋,公斤,,100,,
GD75B6071,GD75B6071-12,12,M002,2----------混合10分,一,,100,,
GD75B6071,GD75B6071-13,13,M003,#NAME?,一,,100,,
GD75B6081,GD75B6081-1,1,BA01A0102,細砂糖,公斤,16.97,100,篩,
GD75B6081,GD75B6081-2,2,BA01A0101-1,糖粉,公斤,55.45,100,篩,
GD75B6081,GD75B6081-3,3,BA01A0103,葡萄糖,公斤,0.98,100,篩,
GD75B6081,GD75B6081-4,4,BA01B0103-1,蔗糖素-1%,公斤,0.96,100,篩,
GD75B6081,GD75B6081-5,5,BA01B0101-1,鹽-10%,公斤,1.97,100,篩,
GD75B6081,GD75B6081-6,6,BA01B0104-1,美香粉,公斤,0.31,100,篩,
GD75B6081,GD75B6081-7,7,FD75B6081,香料-歐比特-抹茶奶茶,公斤,1,100,細篩,
GD75B6081,GD75B6081-8,8,BA01B0301,二矽,公斤,0.21,100,細篩,
GD75B6081,GD75B6081-9,9,M001,1----------混合10分,一,,100,,
GD75B6081,GD75B6081-10,10,DD75B6081,膠類-歐比特-抹茶奶茶,公斤,0.33,100,,
GD75B6081,GD75B6081-11,11,BA01A0306,抹茶粉9603-1,公斤,2.51,100,,
GD75B6081,GD75B6081-12,12,BA01A0201,奶精-A-SD7,公斤,19.31,100,,
GD75B6081,GD75B6081-13,13,M101,回鍋,公斤,,100,,
GD75B6081,GD75B6081-14,14,M002,2----------混合10分,一,,100,,
GD75B6081,GD75B6081-15,15,M003,#NAME?,一,,100,,
GD83D1011,GD83D1011-1,1,BA01A0103,葡萄糖,公斤,1.98,100,篩,
GD83D1011,GD83D1011-2,2,BA01B0101-1,鹽-10%,公斤,2.82,100,篩,
GD83D1011,GD83D1011-3,3,BA01A0251,奶精-SD846,公斤,29.27,100,,
GD83D1011,GD83D1011-4,4,BA01A0202,奶精-B-SD20,公斤,65.93,100,,
GD83D1011,GD83D1011-5,5,M101,回鍋,公斤,,100,,
GD83D1011,GD83D1011-6,6,M006,1----------混合15分,一,,100,,
GD83D1011,GD83D1011-7,7,M003,#NAME?,一,,100,,
GD83D3011,GD83D3011-1,1,BA01A0103,葡萄糖,公斤,6.65,100,篩,
GD83D3011,GD83D3011-2,2,BA01B0101-1,鹽-10%,公斤,2.72,100,篩,
GD83D3011,GD83D3011-3,3,BA01A0108,糊精-DE10,公斤,1.91,100,,
GD83D3011,GD83D3011-4,4,BA01A0601-2,全脂奶粉-紐西蘭111243,公斤,3.84,100,,
GD83D3011,GD83D3011-5,5,BA01B0301,二矽,公斤,0.66,100,細篩,
GD83D3011,GD83D3011-6,6,DD83D3011,膠類-皇品-咖啡專用奶泡粉,公斤,0.28,100,,
GD83D3011,GD83D3011-7,7,BA01A0202,奶精-B-SD20,公斤,83.94,100,,
GD83D3011,GD83D3011-8,8,M101,回鍋,公斤,,100,,
GD83D3011,GD83D3011-9,9,M006,1----------混合15分,一,,100,,
GD83D3011,GD83D3011-10,10,M003,#NAME?,一,,100,,
GD83Z2011,GD83Z2011-1,1,BA01A0101-1,糖粉,公斤,36.07,100,篩,
GD83Z2011,GD83Z2011-2,2,BA01A0103,葡萄糖,公斤,34.6,100,篩,
GD83Z2011,GD83Z2011-3,3,BA01B0101,精鹽,公斤,0.34,100,篩,
GD83Z2011,GD83Z2011-4,4,BA01B0402,碳酸鈣,公斤,0.13,100,篩,
GD83Z2011,GD83Z2011-5,5,FD83Z2011-1,香料-1-皇品-香草霜淇淋粉,公斤,0.2,100,細篩,
GD83Z2011,GD83Z2011-6,6,FD83Z2011-2,香料-2-皇品-香草霜淇淋粉,公斤,0.36,100,細篩,
GD83Z2011,GD83Z2011-7,7,BA01B0301,二矽,公斤,0.24,100,細篩,
GD83Z2011,GD83Z2011-8,8,M001,1----------混合10分,一,,100,,
GD83Z2011,GD83Z2011-9,9,FD83Z2011-3,香料-3-皇品-香草霜淇淋粉,公斤,1.2,100,細篩,
GD83Z2011,GD83Z2011-10,10,DD83Z2011,膠類-皇品-香草霜淇淋粉,公斤,3.92,100,,
GD83Z2011,GD83Z2011-11,11,BA01A0201,奶精-A-SD7,公斤,22.94,100,,
GD83Z2011,GD83Z2011-12,12,M101,回鍋,公斤,,100,,
GD83Z2011,GD83Z2011-13,13,M002,2----------混合10分,一,,100,,
GD83Z2011,GD83Z2011-14,14,M003,#NAME?,一,,100,,
GD83Z2021,GD83Z2021-1,1,BA01A0103,葡萄糖,公斤,66.92,100,篩,
GD83Z2021,GD83Z2021-2,2,BA01B0101-1,鹽-10%,公斤,5.6,100,篩,
GD83Z2021,GD83Z2021-3,3,BA01B0402,碳酸鈣,公斤,0.08,100,篩,
GD83Z2021,GD83Z2021-4,4,FD83Z2021,香料-皇品-巧克力霜淇淋粉,公斤,1.75,100,細篩,
GD83Z2021,GD83Z2021-5,5,BA01B0301,二矽,公斤,0.19,100,細篩,
GD83Z2021,GD83Z2021-6,6,M001,1----------混合10分,一,,100,,
GD83Z2021,GD83Z2021-7,7,DD83Z2021,膠類-皇品-巧克力霜淇淋粉,公斤,2.11,100,,
GD83Z2021,GD83Z2021-8,8,BA01A0506,DKL921黑炭可可粉,公斤,1.01,100,篩,
GD83Z2021,GD83Z2021-9,9,BA01A0502,高脂可可-DP70,公斤,1.03,100,篩,
GD83Z2021,GD83Z2021-10,10,BA01A0504,中脂可可-DR79,公斤,2.55,100,篩,
GD83Z2021,GD83Z2021-11,11,BA01A0201,奶精-A-SD7,公斤,18.76,100,,
GD83Z2021,GD83Z2021-12,12,M101,回鍋,公斤,,100,,
GD83Z2021,GD83Z2021-13,13,M002,2----------混合10分,一,,100,,
GD83Z2021,GD83Z2021-14,14,M003,#NAME?,一,,100,,
GD83Z2031,GD83Z2031-1,1,BA01A0102,細砂糖,公斤,12.01,100,篩,
GD83Z2031,GD83Z2031-2,2,BA01A0103,葡萄糖,公斤,56.98,100,篩,
GD83Z2031,GD83Z2031-3,3,BA01B0101-1,鹽-10%,公斤,3.15,100,篩,
GD83Z2031,GD83Z2031-4,4,FD83Z2031,香料-皇品-焙茶奶茶霜淇淋粉,公斤,0.3,100,細篩,
GD83Z2031,GD83Z2031-5,5,BA01B0301,二矽,公斤,0.22,100,細篩,
GD83Z2031,GD83Z2031-6,6,M001,1----------混合10分,一,,100,,
GD83Z2031,GD83Z2031-7,7,BA01A0313,焙茶粉,公斤,1.21,100,篩,
GD83Z2031,GD83Z2031-8,8,DD83Z2031,膠類-皇品-焙茶奶茶霜淇淋粉,公斤,3.34,100,,
GD83Z2031,GD83Z2031-9,9,BA01A0201,奶精-A-SD7,公斤,22.79,100,,
GD83Z2031,GD83Z2031-10,10,M101,回鍋,公斤,,100,,
GD83Z2031,GD83Z2031-11,11,M002,2----------混合10分,一,,100,,
GD83Z2031,GD83Z2031-12,12,M003,#NAME?,一,,100,,
GD83Z2041,GD83Z2041-1,1,BA01A0102,細砂糖,公斤,13.29,100,篩,
GD83Z2041,GD83Z2041-2,2,BA01A0103,葡萄糖,公斤,38.96,100,篩,
GD83Z2041,GD83Z2041-3,3,BA01A0101-1,糖粉,公斤,14.43,100,篩,
GD83Z2041,GD83Z2041-4,4,BA01B0101-1,鹽-10%,公斤,7.92,100,篩,
GD83Z2041,GD83Z2041-5,5,FD83Z2041,香料-皇品-玫瑰荔枝霜淇淋粉,公斤,3.2,100,細篩,
GD83Z2041,GD83Z2041-6,6,FD83Z2041-1,香料1-皇品-玫瑰荔枝霜淇淋粉,公斤,0.4,100,細篩,
GD83Z2041,GD83Z2041-7,7,BA01B0301,二矽,公斤,0.48,100,細篩,
GD83Z2041,GD83Z2041-8,8,M001,1----------混合10分,一,,100,,
GD83Z2041,GD83Z2041-9,9,DD83Z2041,膠類-皇品-瑰荔枝霜淇淋粉,公斤,2.81,100,,
GD83Z2041,GD83Z2041-10,10,BA01A0201,奶精-A-SD7,公斤,18.51,100,,
GD83Z2041,GD83Z2041-11,11,M101,回鍋,公斤,,100,,
GD83Z2041,GD83Z2041-12,12,M002,2----------混合10分,一,,100,,
GD83Z2041,GD83Z2041-13,13,M003,#NAME?,一,,100,,
GD85D10062,GD85D10062-1,1,BA01A0103,葡萄糖,公斤,1.89,100,篩,
GD85D10062,GD85D10062-2,2,BA01B0101-1,鹽-10%,公斤,1.87,100,篩,
GD85D10062,GD85D10062-3,3,BA01A0201,奶精-A-SD7,公斤,27.82,100,,
GD85D10062,GD85D10062-4,4,BA01A0202,奶精-B-SD20,公斤,68.42,100,,
GD85D10062,GD85D10062-5,5,M101,回鍋,公斤,,100,,
GD85D10062,GD85D10062-6,6,M001,1----------混合10分,一,,100,,
GD85D10062,GD85D10062-7,7,M003,#NAME?,一,,100,,
GD87B3011,GD87B3011-1,1,BA01A0103,葡萄糖,公斤,35.82,100,篩,
GD87B3011,GD87B3011-2,2,BA01A0102,細砂糖,公斤,5.14,100,篩,
GD87B3011,GD87B3011-3,3,BA01B0101-1,鹽-10%,公斤,3.89,100,篩,
GD87B3011,GD87B3011-4,4,FD87B3011-1,香料-1-珍煮丹-珍煮丹泰式奶茶粉,公斤,0.34,100,細篩,
GD87B3011,GD87B3011-5,5,BA01B0301,二矽,公斤,0.19,100,細篩,
GD87B3011,GD87B3011-6,6,M001,1----------混合10分,一,,100,,
GD87B3011,GD87B3011-7,7,FD87B3011-2,香料-2-珍煮丹-珍煮丹泰式奶茶粉,公斤,0.58,100,細篩,
GD87B3011,GD87B3011-8,8,BA01A0310,即溶綠茶粉-TCTG,公斤,0.53,100,混篩,
GD87B3011,GD87B3011-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,2.62,100,混篩,
GD87B3011,GD87B3011-10,10,BA01B0301-1,二矽-1,公斤,0.76,100,混篩,
GD87B3011,GD87B3011-11,11,BA01A0201,奶精-A-SD7,公斤,50.13,100,,
GD87B3011,GD87B3011-12,12,M101,回鍋,公斤,,100,,
GD87B3011,GD87B3011-13,13,M002,2----------混合10分,一,,100,,
GD87B3011,GD87B3011-14,14,M003,#NAME?,一,,100,,
GD87B301128,GD87B301128-1,1,BA01A0103,葡萄糖,公斤,40.82,100,篩,
GD87B301128,GD87B301128-2,2,BA01A0101-1,糖粉,公斤,21.77,100,篩,
GD87B301128,GD87B301128-3,3,BA01B0101-1,鹽-10%,公斤,3.12,100,篩,
GD87B301128,GD87B301128-4,4,FD87B301128-1,香料-1-珍煮丹-泰式奶茶粉(素),公斤,1.3,100,細篩,
GD87B301128,GD87B301128-5,5,BA01B0301,二矽,公斤,0.25,100,細篩,
GD87B301128,GD87B301128-6,6,M001,1----------混合10分,一,,100,,
GD87B301128,GD87B301128-7,7,FD87B301128-2,香料-2-珍煮丹-泰式奶茶粉(素),公斤,0.25,100,細篩,
GD87B301128,GD87B301128-8,8,BA01A0310,即溶綠茶粉-TCTG,公斤,0.3,100,篩,
GD87B301128,GD87B301128-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,2.87,100,篩,
GD87B301128,GD87B301128-10,10,BA01A0217,素奶精-VC35,公斤,29.32,100,,
GD87B301128,GD87B301128-11,11,M101,回鍋,公斤,,100,,
GD87B301128,GD87B301128-12,12,M002,2----------混合10分,一,,100,,
GD87B301128,GD87B301128-13,13,M003,#NAME?,一,,100,,
GD91C3011,GD91C3011-1,1,BA01A0101-1,糖粉,公斤,36.59,100,篩,
GD91C3011,GD91C3011-2,2,BA01B0103-1,蔗糖素-1%,公斤,4.47,100,篩,
GD91C3011,GD91C3011-3,3,BA01B0101-1,鹽-10%,公斤,5.44,100,篩,
GD91C3011,GD91C3011-4,4,FD91C3011-1,香料-1-柏元-太妃糖風味粉,公斤,11.9,100,細篩,
GD91C3011,GD91C3011-5,5,FD91C3011-2,香料-2-柏元-太妃糖風味粉,公斤,3.6,100,細篩,
GD91C3011,GD91C3011-6,6,BA01B0301,二矽,公斤,0.61,100,細篩,
GD91C3011,GD91C3011-7,7,M001,1----------混合10分,一,,100,,
GD91C3011,GD91C3011-8,8,BA01A0601-3,四葉北海道全脂奶粉,公斤,0.98,100,,
GD91C3011,GD91C3011-9,9,BA01A0201,奶精-A-SD7,公斤,36.41,100,,
GD91C3011,GD91C3011-10,10,M101,回鍋,公斤,,100,,
GD91C3011,GD91C3011-11,11,M002,2----------混合10分,一,,100,,
GD91C3011,GD91C3011-12,12,M003,#NAME?,一,,100,,
GD91C3021,GD91C3021-1,1,BA01A0102,細砂糖,公斤,7.14,100,篩,
GD91C3021,GD91C3021-2,2,BA01A0103,葡萄糖,公斤,41.09,100,篩,
GD91C3021,GD91C3021-3,3,BA01B0101-1,鹽-10%,公斤,4.6,100,篩,
GD91C3021,GD91C3021-4,4,FD91C3021,香料-柏元-開心果風味粉,公斤,0.1,100,細篩,
GD91C3021,GD91C3021-5,5,FD91C3021-1,香料1-柏元-開心果風味粉,公斤,6.5,100,細篩,
GD91C3021,GD91C3021-6,6,BA01B0104-1,美香粉,公斤,0.54,100,篩,
GD91C3021,GD91C3021-7,7,BA01H0204-3,黃豆粉-佳,公斤,2.74,100,,
GD91C3021,GD91C3021-8,8,BA01B0301,二矽,公斤,0.28,100,細篩,
GD91C3021,GD91C3021-9,9,M004,1----------混合5分,一,,100,,
GD91C3021,GD91C3021-10,10,BA01A0701,麥芽精,公斤,0.89,100,手篩,
GD91C3021,GD91C3021-11,11,BA01B0301-1,二矽-1,公斤,0.17,100,手篩,
GD91C3021,GD91C3021-12,12,M005,2----------混合5分,一,,100,,
GD91C3021,GD91C3021-13,13,DD91C3021,膠類-柏元-開心果風味粉,公斤,0.39,100,,
GD91C3021,GD91C3021-14,14,BA01A0202,奶精-B-SD20,公斤,33.21,100,,
GD91C3021,GD91C3021-15,15,M002,2----------混合10分,一,,100,,
GD91C3021,GD91C3021-16,16,M003-1,#NAME?,一,,100,,
GD91C3021,GD91C3021-17,17,BA01H0122-1,開心果角,公斤,2.35,100,,
GD91C3021,GD91C3021-18,18,M101,回鍋,公斤,,100,,
GD91C3021,GD91C3021-19,19,M007,1----------混合3分,一,,100,,
